,id,mobile_plan,accept
89,6197.0,socialmedia,1.0
90,19048.0,datasilver,1.0
91,10226.0,socialmediagold,1.0
92,16198.0,datasilver,1.0
93,18775.0,socialmediagold,1.0
94,11361.0,datasilver,1.0
95,2293.0,datasilver,1.0
96,8242.0,datasilver,1.0
97,14796.0,datasilver,1.0
98,9034.0,datacall,0.0
99,1287.0,socialmedia,0.0
100,7579.0,socialmedia,1.0
101,4102.0,datasilver,1.0
102,9342.0,socialmediagold,1.0
103,11504.0,datacall,1.0
104,9807.0,datagold,0.0
105,9126.0,datacall,1.0
106,15735.0,datagold,1.0
107,16335.0,datasilver,0.0
108,11037.0,datasilver,1.0
109,4230.0,socialmedia,1.0
110,1685.0,socialmediagold,1.0
111,9490.0,socialmedia,1.0
112,9149.0,socialmedia,0.0
113,18194.0,socialmedia,1.0
114,1979.0,datasilver,1.0
115,17700.0,socialmedia,1.0
116,13156.0,datasilver,1.0
117,8254.0,socialmedia,1.0
118,3055.0,socialmediagold,1.0
119,14227.0,socialmedia,1.0
120,3000.0,datacall,1.0
121,19189.0,datagold,1.0
122,9388.0,socialmediagold,1.0
123,19299.0,datasilver,1.0
124,4011.0,datasilver,1.0
125,1823.0,socialmediagold,1.0
126,8284.0,datasilver,1.0
127,16630.0,datasilver,0.0
128,3192.0,socialmediagold,0.0
129,14639.0,datacall,0.0
130,1559.0,datagold,1.0
131,3653.0,socialmediagold,1.0
132,8690.0,datasilver,0.0
133,18414.0,datasilver,1.0
134,9656.0,socialmedia,0.0
135,11403.0,socialmediagold,0.0
136,16059.0,socialmedia,1.0
137,5081.0,socialmedia,1.0
138,10995.0,datasilver,1.0
139,7332.0,socialmediagold,1.0
140,11565.0,socialmedia,1.0
141,9605.0,datagold,1.0
142,12914.0,socialmedia,0.0
143,5290.0,datasilver,1.0
144,4651.0,datacall,0.0
145,19626.0,datacall,1.0
146,11374.0,datagold,1.0
147,13274.0,socialmedia,1.0
148,12837.0,datacall,1.0
149,11981.0,datasilver,1.0
150,8547.0,socialmedia,1.0
151,11396.0,datacall,1.0
152,12281.0,socialmediagold,0.0
153,1237.0,socialmedia,1.0
154,13364.0,socialmedia,1.0
155,13644.0,socialmedia,1.0
156,13098.0,datasilver,1.0
157,5096.0,datasilver,1.0
158,4311.0,socialmediagold,1.0
159,4642.0,socialmedia,1.0
160,16360.0,datacall,1.0
161,4849.0,socialmedia,1.0
162,1395.0,datagold,1.0
163,4739.0,socialmediagold,1.0
164,8103.0,socialmedia,1.0
165,8392.0,socialmediagold,1.0
166,1253.0,datasilver,0.0
167,5299.0,datasilver,1.0
168,3843.0,datagold,1.0
169,19459.0,datagold,1.0
170,15993.0,socialmediagold,1.0
171,15491.0,datasilver,1.0
172,5248.0,socialmedia,1.0
173,19988.0,socialmedia,1.0
174,6980.0,socialmedia,1.0
175,16088.0,socialmedia,1.0
176,2085.0,socialmedia,1.0
177,18315.0,datasilver,1.0
178,8214.0,socialmedia,1.0
179,6121.0,datasilver,1.0
180,12463.0,datasilver,1.0
181,3623.0,datasilver,0.0
182,17411.0,datagold,1.0
183,6550.0,datasilver,1.0
184,14405.0,datasilver,1.0
185,12257.0,socialmedia,0.0
186,12514.0,socialmediagold,0.0
187,5589.0,socialmedia,1.0
188,11052.0,socialmedia,1.0
189,5479.0,datasilver,1.0
190,2441.0,socialmediagold,1.0
191,14991.0,socialmedia,1.0
192,5082.0,datagold,1.0
193,8845.0,socialmedia,1.0
194,18272.0,datacall,0.0
195,13010.0,datagold,1.0
196,6954.0,datacall,1.0
197,16487.0,socialmediagold,1.0
198,11248.0,datasilver,0.0
199,14972.0,datasilver,1.0
200,12428.0,socialmedia,1.0
201,11315.0,socialmedia,1.0
202,12124.0,socialmedia,1.0
203,1339.0,datasilver,0.0
204,11837.0,socialmediagold,1.0
205,16493.0,socialmediagold,1.0
206,19005.0,datacall,1.0
207,11976.0,datagold,1.0
208,6600.0,socialmediagold,1.0
209,1602.0,datasilver,0.0
210,2827.0,socialmedia,1.0
211,1114.0,socialmedia,1.0
212,15293.0,socialmediagold,1.0
213,15998.0,socialmediagold,1.0
214,11773.0,socialmedia,0.0
215,5311.0,socialmediagold,0.0
216,14884.0,datasilver,1.0
217,12706.0,datasilver,1.0
218,13735.0,datacall,1.0
219,15585.0,socialmediagold,1.0
220,19793.0,datasilver,1.0
221,4708.0,datasilver,1.0
222,16058.0,socialmediagold,0.0
223,14158.0,datacall,1.0
224,17243.0,datacall,1.0
225,17159.0,datagold,1.0
226,4254.0,datasilver,1.0
227,11627.0,datasilver,0.0
228,1174.0,socialmedia,1.0
229,9041.0,socialmediagold,1.0
230,17945.0,datasilver,1.0
231,8294.0,socialmediagold,1.0
232,8011.0,socialmedia,1.0
233,10316.0,datagold,0.0
234,13880.0,socialmedia,1.0
235,8582.0,datasilver,0.0
236,18339.0,datacall,1.0
237,14300.0,socialmedia,1.0
238,15857.0,datacall,0.0
239,14576.0,datagold,1.0
240,5509.0,socialmediagold,1.0
241,15043.0,datasilver,1.0
242,14444.0,socialmedia,1.0
243,14648.0,datacall,1.0
244,3377.0,socialmedia,0.0
245,2189.0,socialmedia,1.0
246,3035.0,datasilver,1.0
247,18773.0,socialmediagold,1.0
248,12765.0,datagold,1.0
249,17404.0,socialmedia,0.0
250,2495.0,datacall,1.0
251,9118.0,datagold,1.0
252,2694.0,datasilver,1.0
253,6205.0,datasilver,1.0
254,17630.0,socialmediagold,0.0
255,8455.0,socialmedia,1.0
256,16712.0,socialmedia,1.0
257,9382.0,socialmedia,1.0
258,9378.0,datasilver,1.0
259,9136.0,datasilver,1.0
260,3717.0,socialmedia,1.0
261,17422.0,socialmediagold,1.0
262,8380.0,socialmedia,1.0
263,8849.0,datacall,1.0
264,16257.0,datagold,1.0
265,10529.0,socialmedia,1.0
266,19930.0,datagold,1.0
267,11998.0,socialmediagold,0.0
268,13913.0,datasilver,1.0
269,18718.0,socialmedia,1.0
270,14469.0,datasilver,0.0
271,9546.0,socialmedia,0.0
272,2128.0,socialmediagold,1.0
273,1449.0,socialmedia,1.0
274,3388.0,socialmedia,1.0
275,11095.0,socialmedia,0.0
276,14474.0,datasilver,0.0
277,12966.0,socialmedia,0.0
278,14392.0,datasilver,1.0
279,17439.0,socialmedia,1.0
280,2753.0,socialmediagold,1.0
281,8093.0,socialmedia,1.0
282,13702.0,socialmedia,1.0
283,16118.0,socialmediagold,1.0
284,7823.0,datasilver,1.0
285,11260.0,socialmedia,1.0
286,14904.0,datasilver,1.0
287,19235.0,socialmedia,1.0
288,15944.0,datasilver,1.0
289,16732.0,socialmediagold,0.0
290,8976.0,datagold,1.0
291,19769.0,datasilver,1.0
292,12834.0,datagold,1.0
293,11960.0,socialmediagold,1.0
294,9114.0,datasilver,1.0
295,4743.0,datasilver,1.0
296,8344.0,socialmedia,1.0
297,1524.0,socialmedia,1.0
298,12924.0,datasilver,1.0
299,9624.0,socialmedia,1.0
300,19710.0,socialmediagold,1.0
301,18820.0,socialmedia,0.0
302,5323.0,socialmedia,1.0
303,15791.0,datasilver,1.0
304,15442.0,socialmediagold,1.0
305,19099.0,datacall,0.0
306,9564.0,datasilver,1.0
307,12292.0,datasilver,1.0
308,12167.0,datacall,1.0
309,18911.0,datagold,1.0
310,14819.0,socialmedia,1.0
311,9354.0,datacall,1.0
312,4044.0,datagold,0.0
313,7971.0,socialmediagold,1.0
314,7418.0,datasilver,1.0
315,7082.0,datasilver,1.0
316,10365.0,socialmedia,1.0
317,16507.0,datasilver,1.0
318,1254.0,datasilver,1.0
319,4600.0,socialmediagold,1.0
320,11669.0,datagold,1.0
321,19304.0,datagold,0.0
322,5980.0,datasilver,1.0
323,4256.0,datasilver,1.0
324,7912.0,socialmedia,1.0
325,2947.0,datacall,1.0
326,11719.0,socialmedia,0.0
327,14919.0,socialmedia,0.0
328,9423.0,socialmedia,0.0
329,15867.0,datasilver,1.0
330,1806.0,socialmedia,1.0
331,2716.0,socialmedia,1.0
332,1417.0,socialmediagold,0.0
333,6228.0,socialmedia,0.0
334,2120.0,datacall,1.0
335,18101.0,datagold,1.0
336,12476.0,socialmedia,1.0
337,15197.0,socialmedia,1.0
338,7393.0,datacall,1.0
339,5782.0,datasilver,0.0
340,6596.0,socialmedia,1.0
341,6754.0,datasilver,1.0
342,11570.0,datacall,0.0
343,18332.0,datasilver,1.0
344,2184.0,datasilver,1.0
345,17786.0,socialmediagold,1.0
346,5342.0,datacall,0.0
347,12926.0,datagold,0.0
348,7669.0,socialmediagold,1.0
349,15276.0,datasilver,1.0
350,8051.0,datasilver,1.0
351,6725.0,socialmedia,1.0
352,10426.0,socialmedia,1.0
353,13356.0,socialmedia,1.0
354,19745.0,datasilver,1.0
355,15078.0,socialmediagold,1.0
356,11842.0,datasilver,0.0
357,9543.0,socialmediagold,1.0
358,5609.0,datasilver,1.0
359,14096.0,datasilver,0.0
360,1739.0,socialmedia,1.0
361,4202.0,socialmedia,1.0
362,5307.0,datasilver,1.0
363,9352.0,socialmedia,1.0
364,2558.0,datasilver,1.0
365,11673.0,datacall,1.0
366,2266.0,socialmedia,0.0
367,5030.0,datasilver,1.0
368,12047.0,datasilver,1.0
369,10442.0,socialmedia,1.0
370,6917.0,socialmedia,1.0
371,3654.0,datacall,1.0
372,8612.0,datagold,1.0
373,5253.0,datasilver,1.0
374,17597.0,datasilver,1.0
375,3615.0,socialmediagold,0.0
376,1529.0,datasilver,0.0
377,1487.0,socialmediagold,0.0
378,8479.0,datagold,1.0
379,17781.0,datacall,1.0
380,14622.0,datasilver,0.0
381,6478.0,datacall,1.0
382,9646.0,datacall,1.0
383,2319.0,datagold,0.0
384,19678.0,datacall,1.0
385,16268.0,datagold,1.0
386,5594.0,socialmediagold,1.0
387,12700.0,datasilver,1.0
388,15733.0,datasilver,1.0
389,19632.0,socialmedia,0.0
390,12443.0,socialmediagold,1.0
391,1503.0,datasilver,1.0
392,5450.0,socialmediagold,1.0
393,18927.0,datasilver,1.0
394,14688.0,socialmediagold,0.0
395,10183.0,datasilver,1.0
396,6808.0,datasilver,1.0
397,11369.0,datacall,1.0
398,10168.0,datasilver,1.0
399,4500.0,datasilver,1.0
400,19910.0,socialmediagold,1.0
401,6157.0,datasilver,1.0
402,11574.0,socialmediagold,1.0
403,12815.0,datagold,1.0
404,10082.0,datasilver,0.0
405,19804.0,datacall,1.0
406,5021.0,datacall,1.0
407,17139.0,datagold,1.0
408,19550.0,datacall,0.0
409,16479.0,datagold,1.0
410,1985.0,socialmediagold,1.0
411,11004.0,datasilver,0.0
412,5657.0,datasilver,1.0
413,12817.0,socialmedia,1.0
414,11873.0,datacall,0.0
415,3034.0,datasilver,1.0
416,4454.0,datasilver,1.0
417,2726.0,socialmediagold,1.0
418,9936.0,socialmedia,1.0
419,4320.0,datacall,1.0
420,14384.0,datagold,1.0
421,8009.0,socialmedia,1.0
422,10277.0,socialmedia,1.0
423,15118.0,datagold,1.0
424,17318.0,datasilver,0.0
425,2885.0,socialmedia,1.0
426,3225.0,socialmedia,1.0
427,7680.0,socialmediagold,1.0
428,13960.0,socialmedia,1.0
429,18690.0,socialmedia,1.0
430,16976.0,datasilver,1.0
431,3902.0,socialmedia,1.0
432,7335.0,datagold,0.0
433,18276.0,socialmedia,1.0
434,3914.0,datacall,0.0
435,9768.0,datacall,1.0
436,6560.0,socialmediagold,1.0
437,5223.0,datasilver,1.0
438,14081.0,socialmedia,1.0
439,14795.0,datacall,0.0
440,16259.0,socialmedia,1.0
441,13134.0,socialmedia,1.0
442,16347.0,socialmedia,1.0
443,10988.0,datasilver,1.0
444,6567.0,datasilver,1.0
445,18124.0,socialmedia,1.0
446,13457.0,socialmediagold,1.0
447,14794.0,datacall,1.0
448,9733.0,datagold,1.0
449,10017.0,socialmedia,0.0
450,15486.0,datacall,1.0
451,3170.0,socialmediagold,1.0
452,15985.0,datasilver,1.0
453,1004.0,datasilver,0.0
454,4987.0,socialmedia,0.0
455,18689.0,socialmediagold,1.0
456,14691.0,datasilver,1.0
457,16125.0,datacall,0.0
458,2300.0,datacall,0.0
459,12628.0,socialmediagold,0.0
460,8806.0,datasilver,1.0
461,11054.0,datasilver,1.0
462,19657.0,socialmedia,1.0
463,12382.0,socialmediagold,1.0
464,8540.0,socialmedia,1.0
465,2475.0,socialmedia,1.0
466,2510.0,datasilver,1.0
467,13079.0,datasilver,1.0
468,14398.0,socialmediagold,0.0
469,2509.0,datasilver,1.0
470,14963.0,datasilver,0.0
471,15671.0,datacall,1.0
472,9281.0,datagold,1.0
473,3716.0,socialmedia,1.0
474,4064.0,datagold,1.0
475,16146.0,socialmediagold,1.0
476,15517.0,datasilver,1.0
477,4247.0,socialmedia,1.0
478,2496.0,socialmediagold,1.0
479,14463.0,socialmedia,1.0
480,13728.0,socialmedia,1.0
481,2135.0,datasilver,0.0
482,18093.0,socialmediagold,1.0
483,6352.0,datacall,1.0
484,13863.0,datagold,1.0
485,6482.0,socialmedia,1.0
486,18075.0,datagold,1.0
487,17340.0,socialmedia,1.0
488,1692.0,datasilver,1.0
489,6267.0,datacall,1.0
490,7359.0,datasilver,1.0
491,10647.0,socialmediagold,1.0
492,13634.0,datasilver,1.0
493,5493.0,socialmediagold,1.0
494,10260.0,socialmedia,1.0
495,7185.0,datagold,1.0
496,3837.0,socialmedia,1.0
497,10540.0,datasilver,1.0
498,2839.0,datacall,1.0
499,19996.0,datacall,1.0
500,15466.0,datacall,0.0
501,1189.0,datagold,1.0
502,1658.0,socialmediagold,1.0
503,2212.0,datasilver,0.0
504,19109.0,datasilver,0.0
505,8551.0,socialmedia,1.0
506,3260.0,socialmedia,1.0
507,15498.0,socialmedia,1.0
508,18004.0,socialmedia,1.0
509,7141.0,datasilver,1.0
510,13173.0,datasilver,1.0
511,3728.0,socialmedia,0.0
512,3328.0,socialmediagold,1.0
513,5905.0,datagold,1.0
514,16309.0,socialmedia,1.0
515,5350.0,datagold,0.0
516,8148.0,socialmediagold,1.0
517,13857.0,datasilver,1.0
518,10750.0,datasilver,1.0
519,15559.0,socialmediagold,1.0
520,17426.0,socialmedia,1.0
521,3621.0,socialmedia,1.0
522,18111.0,datasilver,1.0
523,5497.0,socialmediagold,1.0
524,7818.0,datasilver,1.0
525,13322.0,socialmediagold,1.0
526,9092.0,datasilver,0.0
527,3446.0,socialmedia,1.0
528,9988.0,datagold,1.0
529,12845.0,socialmedia,1.0
530,6083.0,datagold,1.0
531,14235.0,socialmediagold,1.0
532,5230.0,datasilver,0.0
533,1747.0,socialmedia,1.0
534,7383.0,datasilver,1.0
535,10090.0,socialmedia,1.0
536,16408.0,datasilver,1.0
537,11655.0,datasilver,1.0
538,17423.0,socialmediagold,0.0
539,16325.0,datacall,1.0
540,3020.0,socialmedia,1.0
541,5132.0,datasilver,1.0
542,11583.0,socialmedia,1.0
543,14403.0,socialmedia,1.0
544,3058.0,socialmedia,1.0
545,9276.0,socialmedia,1.0
546,10551.0,socialmedia,0.0
547,9701.0,datacall,1.0
548,11876.0,datacall,0.0
549,14599.0,socialmedia,1.0
550,4030.0,socialmediagold,0.0
551,1637.0,datasilver,1.0
552,16103.0,datasilver,1.0
553,10458.0,socialmediagold,1.0
554,8899.0,datasilver,0.0
555,8468.0,datasilver,0.0
556,17861.0,datagold,1.0
557,1105.0,socialmediagold,1.0
558,7273.0,datasilver,0.0
559,2777.0,socialmedia,1.0
560,7104.0,datasilver,1.0
561,19010.0,socialmediagold,1.0
562,8459.0,datasilver,1.0
563,9130.0,datasilver,1.0
564,10213.0,socialmediagold,1.0
565,2044.0,datasilver,1.0
566,14268.0,datasilver,1.0
567,8086.0,datasilver,1.0
568,18318.0,socialmediagold,1.0
569,18704.0,socialmedia,1.0
570,4658.0,datacall,1.0
571,18452.0,socialmedia,0.0
572,8864.0,datacall,1.0
573,1471.0,socialmediagold,1.0
574,10310.0,datasilver,1.0
575,9067.0,socialmediagold,0.0
576,11392.0,datasilver,1.0
577,4006.0,socialmediagold,1.0
578,1240.0,datasilver,1.0
579,14933.0,datasilver,1.0
580,6029.0,datasilver,1.0
581,17522.0,socialmedia,1.0
582,7405.0,datasilver,1.0
583,3298.0,socialmedia,0.0
584,10830.0,datagold,1.0
585,4614.0,socialmedia,1.0
586,18486.0,datasilver,0.0
587,6849.0,datagold,1.0
588,12938.0,socialmediagold,1.0
589,1453.0,datasilver,1.0
590,14724.0,datasilver,1.0
591,13678.0,socialmediagold,1.0
592,6451.0,datasilver,1.0
593,3130.0,socialmediagold,1.0
594,7225.0,datasilver,1.0
595,2446.0,socialmediagold,1.0
596,7798.0,datasilver,0.0
597,14025.0,datasilver,1.0
598,9617.0,datagold,1.0
599,8761.0,socialmedia,1.0
600,16416.0,socialmediagold,0.0
601,11089.0,socialmedia,1.0
602,15410.0,socialmediagold,0.0
603,18305.0,socialmediagold,1.0
604,10162.0,datasilver,1.0
605,5303.0,socialmedia,1.0
606,6257.0,socialmedia,1.0
607,6948.0,socialmedia,1.0
608,5738.0,socialmedia,1.0
609,13061.0,socialmedia,1.0
610,18755.0,socialmedia,1.0
611,12075.0,datasilver,0.0
612,10914.0,datasilver,0.0
613,7177.0,socialmediagold,1.0
614,6013.0,datasilver,0.0
615,19846.0,datagold,1.0
616,17998.0,datasilver,1.0
617,9204.0,socialmedia,1.0
618,7262.0,datagold,1.0
619,19862.0,datacall,1.0
620,14697.0,datasilver,1.0
621,18967.0,datacall,1.0
622,17957.0,datasilver,0.0
623,17623.0,socialmediagold,0.0
624,13617.0,datacall,0.0
625,15171.0,datasilver,1.0
626,4887.0,datasilver,1.0
627,17707.0,datacall,0.0
628,18940.0,datagold,1.0
629,16588.0,socialmedia,1.0
630,10400.0,datacall,0.0
631,5580.0,datagold,1.0
632,3580.0,socialmediagold,1.0
633,2208.0,datasilver,1.0
634,1678.0,socialmediagold,1.0
635,15030.0,datasilver,1.0
636,8507.0,socialmediagold,1.0
637,8810.0,socialmediagold,1.0
638,2766.0,datacall,0.0
639,6306.0,datagold,0.0
640,19651.0,datacall,1.0
641,2449.0,datasilver,1.0
642,9894.0,socialmedia,1.0
643,18663.0,datacall,1.0
644,9236.0,socialmediagold,1.0
645,12216.0,socialmedia,1.0
646,15876.0,socialmedia,1.0
647,1424.0,socialmedia,0.0
648,6790.0,datasilver,1.0
649,16313.0,socialmedia,1.0
650,10582.0,datasilver,1.0
651,17974.0,socialmedia,0.0
652,15084.0,socialmediagold,1.0
653,12107.0,socialmedia,1.0
654,6659.0,datacall,1.0
655,11528.0,datagold,1.0
656,14931.0,datagold,0.0
657,14120.0,socialmediagold,0.0
658,6080.0,datasilver,1.0
659,16094.0,datasilver,1.0
660,6916.0,datacall,1.0
661,13904.0,socialmedia,0.0
662,8287.0,socialmedia,0.0
663,16453.0,datasilver,1.0
664,19152.0,datasilver,0.0
665,13893.0,socialmediagold,1.0
666,13996.0,socialmedia,0.0
667,2518.0,socialmedia,1.0
668,17833.0,socialmedia,0.0
669,4616.0,datasilver,1.0
670,16120.0,datasilver,1.0
671,3176.0,socialmediagold,1.0
672,7223.0,socialmedia,1.0
673,4495.0,datasilver,1.0
674,16164.0,datasilver,1.0
675,15393.0,socialmediagold,1.0
676,15018.0,socialmedia,1.0
677,17298.0,datasilver,1.0
678,17794.0,datasilver,1.0
679,6979.0,socialmedia,1.0
680,5790.0,socialmediagold,1.0
681,8618.0,socialmediagold,1.0
682,16380.0,datagold,0.0
683,12311.0,datasilver,1.0
684,3908.0,datagold,1.0
685,9437.0,socialmediagold,0.0
686,8911.0,datasilver,0.0
687,19735.0,datasilver,0.0
688,13062.0,socialmedia,1.0
689,5998.0,socialmediagold,1.0
690,17930.0,socialmedia,1.0
691,5583.0,socialmedia,1.0
692,8969.0,datasilver,1.0
693,14173.0,socialmediagold,1.0
694,11905.0,socialmedia,1.0
695,11417.0,socialmedia,1.0
696,2704.0,datasilver,1.0
697,17450.0,socialmedia,0.0
698,18875.0,socialmedia,1.0
699,5813.0,datasilver,1.0
700,17712.0,socialmedia,1.0
701,17614.0,socialmediagold,1.0
702,11787.0,socialmedia,1.0
703,7731.0,datasilver,0.0
704,13895.0,datasilver,1.0
705,7563.0,socialmedia,1.0
706,6767.0,datagold,1.0
707,13698.0,datasilver,1.0
708,10826.0,datasilver,1.0
709,1539.0,socialmedia,1.0
710,7119.0,socialmediagold,1.0
711,14651.0,socialmedia,1.0
712,2350.0,datasilver,1.0
713,6386.0,socialmedia,1.0
714,7456.0,datagold,0.0
715,9371.0,datacall,1.0
716,7893.0,socialmedia,1.0
717,5162.0,datasilver,1.0
718,14065.0,datacall,1.0
719,8527.0,datacall,1.0
720,16904.0,socialmedia,1.0
721,10993.0,datagold,1.0
722,14370.0,socialmediagold,0.0
723,11371.0,datasilver,1.0
724,9164.0,datasilver,1.0
725,13250.0,socialmedia,1.0
726,12477.0,socialmediagold,0.0
727,14157.0,socialmedia,1.0
728,9405.0,socialmedia,1.0
729,16181.0,datasilver,0.0
730,19000.0,socialmediagold,1.0
731,11640.0,socialmedia,0.0
732,2790.0,datagold,1.0
733,11927.0,datacall,1.0
734,7725.0,socialmedia,1.0
735,15261.0,datasilver,1.0
736,12296.0,datacall,1.0
737,16100.0,datacall,1.0
738,8874.0,datagold,1.0
739,13866.0,socialmedia,1.0
740,5455.0,socialmedia,1.0
741,19401.0,datacall,1.0
742,9084.0,datagold,1.0
743,10997.0,socialmediagold,1.0
744,6164.0,datasilver,0.0
745,19221.0,socialmedia,1.0
746,11329.0,datasilver,0.0
747,6689.0,socialmedia,1.0
748,13591.0,datacall,1.0
749,16135.0,datasilver,0.0
750,16665.0,datasilver,0.0
751,18605.0,socialmediagold,1.0
752,14590.0,socialmedia,1.0
753,11220.0,datacall,0.0
754,12026.0,socialmedia,1.0
755,12554.0,datacall,1.0
756,13903.0,datasilver,1.0
757,14710.0,datasilver,1.0
758,11617.0,socialmedia,1.0
759,1131.0,datasilver,1.0
760,8457.0,socialmedia,1.0
761,14458.0,socialmediagold,1.0
762,6598.0,datasilver,1.0
763,4735.0,datasilver,1.0
764,12762.0,socialmediagold,1.0
765,4121.0,datagold,1.0
766,9951.0,socialmediagold,1.0
767,7765.0,datasilver,1.0
768,13100.0,datasilver,1.0
769,14406.0,socialmedia,1.0
770,3955.0,socialmediagold,1.0
771,6654.0,socialmedia,1.0
772,11820.0,socialmedia,1.0
773,3921.0,datasilver,1.0
774,4215.0,socialmediagold,0.0
775,14951.0,datasilver,1.0
776,14817.0,socialmediagold,1.0
777,13367.0,datasilver,1.0
778,13676.0,datasilver,1.0
779,15097.0,socialmedia,1.0
780,17562.0,datacall,1.0
781,13653.0,socialmediagold,1.0
782,17616.0,datasilver,1.0
783,10152.0,socialmedia,0.0
784,13692.0,socialmedia,0.0
785,17484.0,socialmedia,0.0
786,6101.0,socialmedia,1.0
787,18993.0,socialmedia,1.0
788,13888.0,datasilver,1.0
789,18411.0,socialmedia,0.0
790,18856.0,datacall,1.0
791,12877.0,datagold,1.0
792,5795.0,datasilver,1.0
793,14213.0,socialmedia,1.0
794,1955.0,datasilver,0.0
795,3040.0,socialmediagold,1.0
796,12753.0,socialmedia,1.0
797,6944.0,datagold,0.0
798,16396.0,datasilver,0.0
799,5800.0,datagold,1.0
800,12838.0,socialmediagold,1.0
801,16349.0,socialmediagold,1.0
802,16855.0,socialmediagold,1.0
803,4294.0,socialmediagold,1.0
804,3695.0,datasilver,1.0
805,9947.0,socialmedia,1.0
806,11709.0,socialmedia,1.0
807,2264.0,datagold,1.0
808,1348.0,socialmedia,1.0
809,1759.0,datasilver,0.0
810,3887.0,datacall,1.0
811,6526.0,socialmedia,1.0
812,17276.0,datasilver,0.0
813,10001.0,socialmedia,1.0
814,14708.0,datasilver,1.0
815,14330.0,socialmedia,1.0
816,2283.0,socialmediagold,1.0
817,7484.0,socialmedia,1.0
818,13993.0,datacall,1.0
819,5113.0,datacall,1.0
820,18113.0,datagold,1.0
821,2117.0,datasilver,1.0
822,15208.0,datasilver,1.0
823,7428.0,socialmediagold,0.0
824,4944.0,datasilver,1.0
825,9916.0,datasilver,1.0
826,19198.0,socialmediagold,1.0
827,11851.0,datacall,0.0
828,6946.0,datagold,0.0
829,3683.0,datagold,1.0
830,16861.0,socialmediagold,1.0
831,1367.0,datasilver,1.0
832,3236.0,datasilver,1.0
833,16668.0,socialmedia,1.0
834,10803.0,socialmediagold,1.0
835,10210.0,socialmedia,1.0
836,6421.0,datasilver,1.0
837,14277.0,socialmediagold,0.0
838,9516.0,datasilver,1.0
839,15730.0,socialmediagold,1.0
840,13280.0,datasilver,1.0
841,3532.0,datasilver,1.0
842,16050.0,socialmedia,1.0
843,10012.0,socialmediagold,1.0
844,8935.0,datasilver,1.0
845,7440.0,datasilver,1.0
846,5107.0,socialmedia,1.0
847,8730.0,datacall,1.0
848,7787.0,socialmediagold,1.0
