,id,gender,age,education,profession,income,marital_status,continent,fb_freq,yt_freq,insta_freq,use_less_than_2GB,use_2GB_to_4GB,num_child
85,5916,female,27,unknown,unemployed,middle,married,oceania,0,0,22,6,0, 1
86,17871,female,27,unknown,unemployed,middle,married,europe,0,0,19,6,0,   3
87,8028,female,28,unknown,unemployed,middle,married,asia,0,0,17,4,0,    1
88,7632,female,28,unknown,unemployed,middle,married,asia,0,0,19,4,0,  1
89,6197,female,28,unknown,unemployed,middle,married,asia,0,1,21,7,0,    1
90,19048,female,27,unknown,unemployed,middle,married,asia,0,1,19,8,0,   3
91,10226,other,28,unknown,unemployed,middle,married,europe,0,1,15,8,0, 2
92,16198,other,28,unknown,unemployed,middle,married,asia,0,1,11,4,0, 2
93,18775,female,29,unknown,unemployed,middle,married,america,0,0,22,8,0,    1
94,11361,female,30,unknown,unemployed,middle,married,europe,0,0,10,5,0,  1
95,2293,female,30,unknown,unemployed,middle,married,asia,0,0,23,4,0,  1
96,8242,female,29,unknown,unemployed,middle,married,asia,0,1,15,4,0,    2
97,14796,male,27,unknown,employed,lower-middle,single,europe,19,11,11,10,23,    0
98,9034,male,29,unknown,employed,lower-middle,single,oceania,9,19,16,17,15,   0
99,1287,male,26,unknown,employed,lower-middle,single,europe,14,9,17,13,20,  0
100,7579,male,26,unknown,employed,lower-middle,single,america,23,9,20,14,9,  0
101,4102,male,28,unknown,employed,lower-middle,single,europe,22,11,22,12,20,   0
102,9342,male,27,unknown,employed,lower-middle,single,europe,21,15,18,9,11,0
103,11504,male,29,unknown,employed,lower-middle,single,asia,16,10,18,17,9,  0
104,9807,other,28,unknown,employed,lower-middle,single,europe,23,21,17,18,22,  0
105,9126,male,28,unknown,employed,lower-middle,single,america,13,11,22,16,17, 0
106,15735,male,30,unknown,employed,lower-middle,single,europe,16,14,19,18,12,   0
107,16335,male,28,unknown,employed,lower-middle,single,asia,23,17,14,11,10,  0
108,11037,other,28,undergrad,employed,lower-middle,single,europe,0,3,8,1,0,  2
109,4230,female,26,undergrad,employed,lower,single,europe,0,2,4,3,1,2
110,1685,female,26,undergrad,employed,lower-middle,single,europe,0,2,8,2,0,  2
111,9490,female,27,undergrad,employed,lower,single,europe,0,1,8,1,1,2
112,9149,female,28,undergrad,employed,lower,single,america,0,1,7,2,1,  1
113,18194,female,30,undergrad,employed,lower-middle,single,europe,0,1,6,1,0, 2
114,1979,female,29,undergrad,employed,lower-middle,single,america,0,1,8,3,1,1
115,17700,other,29,undergrad,employed,lower,single,asia,0,1,7,3,0,1
116,13156,female,30,undergrad,employed,lower-middle,single,europe,0,3,4,3,0,  2
117,8254,female,29,undergrad,employed,lower,single,asia,0,3,4,1,1,1
118,3055,female,30,undergrad,employed,lower-middle,single,europe,0,2,4,3,1,4
119,14227,female,26,undergrad,employed,lower-middle,single,asia,0,2,6,1,0,  1
120,3000,female,26,undergrad,employed,lower-middle,single,oceania,0,3,4,2,0,    2
121,19189,female,30,undergrad,employed,lower-middle,single,asia,0,2,6,3,1,   2
122,9388,other,26,undergrad,employed,lower,single,asia,0,3,4,2,0,    1
123,19299,female,27,undergrad,employed,lower-middle,single,europe,0,1,4,1,0,3
124,4011,male,25,unknown,employed,extreme upper,single,europe,0,0,10,1,1,   0
125,1823,male,22,unknown,employed,extreme upper,single,oceania,1,0,18,2,0,0
126,8284,male,23,unknown,employed,extreme upper,single,europe,0,0,20,2,1,    0
127,16630,other,22,unknown,employed,upper,single,america,0,0,12,2,0,   0
128,3192,other,21,unknown,employed,extreme upper,single,america,0,0,15,1,1, 0
129,14639,male,25,unknown,employed,extreme upper,single,america,0,0,18,1,1,   0
130,1559,male,24,unknown,employed,extreme upper,single,oceania,0,0,14,3,0,   0
131,3653,male,22,unknown,employed,extreme upper,single,europe,1,0,23,2,0,  0
132,8690,male,21,unknown,employed,extreme upper,single,europe,1,0,19,1,1,    0
133,18414,female,24,grad,employed,upper-middle,single,asia,2,1,3,1,2,0
134,9656,female,23,grad,employed,middle,single,america,2,2,1,2,3,0
135,11403,female,23,grad,employed,middle,single,europe,3,1,2,2,3, 0
136,16059,female,21,grad,employed,middle,single,europe,1,2,2,2,2,   0
137,5081,female,23,grad,employed,middle,single,asia,3,2,2,2,3,   0
138,10995,female,24,grad,employed,upper-middle,single,asia,2,2,2,1,2,0
139,7332,female,23,grad,employed,upper-middle,single,asia,3,1,2,3,3,0
140,11565,female,24,grad,employed,middle,single,oceania,1,2,2,2,2,0
141,9605,other,24,grad,employed,middle,single,america,3,2,3,3,2,    0
142,12914,female,24,grad,employed,middle,single,europe,3,2,3,1,2,0
143,5290,female,24,grad,employed,middle,single,america,2,3,3,3,3,  0
144,4651,female,23,grad,employed,middle,single,europe,2,2,2,1,2,   0
145,19626,female,21,grad,employed,middle,single,europe,1,1,3,1,3,   0
146,11374,female,25,grad,employed,middle,single,america,1,3,3,2,3,   0
147,13274,female,21,grad,employed,upper-middle,single,america,3,2,3,3,1,   0
148,12837,female,25,grad,employed,upper-middle,single,oceania,2,2,2,1,3,    0
149,11981,female,22,undergrad,unemployed,lower,single,europe,3,0,4,1,1, 0
150,8547,female,22,undergrad,unemployed,lower,single,europe,1,0,4,2,1,0
151,11396,female,24,undergrad,unemployed,lower,single,europe,2,0,6,1,1,    0
152,12281,female,21,undergrad,unemployed,lower,single,asia,1,0,7,1,0,0
153,1237,female,23,undergrad,unemployed,lower,single,asia,3,0,4,3,0, 0
154,13364,female,24,undergrad,unemployed,lower,single,europe,1,0,7,2,1,   0
155,13644,female,23,undergrad,unemployed,lower,single,asia,2,0,8,2,0,  0
156,13098,female,21,undergrad,unemployed,lower,single,america,1,0,5,2,0,   0
157,5096,female,22,undergrad,unemployed,lower,single,asia,2,0,7,1,0,  0
158,4311,female,24,undergrad,unemployed,lower,single,america,3,0,7,3,1,0
159,4642,female,23,undergrad,unemployed,lower,single,america,1,0,5,3,1,0
160,16360,female,24,undergrad,unemployed,lower,single,europe,1,0,4,1,1,0
161,4849,female,25,undergrad,unemployed,lower,single,america,2,0,6,2,1, 0
162,1395,female,25,undergrad,unemployed,lower,single,asia,2,0,4,1,1,0
163,4739,female,23,undergrad,unemployed,lower,single,america,3,0,7,2,0,    0
164,8103,female,31,postgrad,unemployed,middle,married,europe,0,1,3,1,0, 1
165,8392,female,32,postgrad,unemployed,middle,married,europe,0,0,1,1,0,   4
166,1253,female,32,postgrad,unemployed,middle,married,asia,0,0,1,1,1,    3
167,5299,female,34,postgrad,unemployed,middle,married,europe,0,0,1,1,1,   1
168,3843,female,31,postgrad,unemployed,middle,married,america,0,0,3,0,0,   4
169,19459,female,35,postgrad,unemployed,middle,married,europe,0,1,3,0,1,2
170,15993,female,31,postgrad,unemployed,middle,married,america,0,0,2,0,0, 1
171,15491,female,41,grad,employed,lower,single,europe,0,13,0,3,0,2
172,5248,female,41,grad,employed,lower,single,asia,0,20,0,1,0,2
173,19988,female,41,grad,employed,lower,single,america,0,23,0,1,0,   1
174,6980,female,41,grad,employed,lower,single,america,0,18,1,2,0, 2
175,16088,female,44,grad,employed,lower,single,europe,0,19,1,2,0,  1
176,2085,other,43,grad,employed,lower,single,oceania,0,21,0,2,0, 3
177,18315,male,45,postgrad,employed,lower-middle,married,asia,0,2,1,3,0,   4
178,8214,male,41,postgrad,employed,lower-middle,married,europe,0,3,2,3,1,  1
179,6121,other,45,postgrad,employed,lower-middle,married,europe,0,3,3,3,1, 1
180,12463,male,41,postgrad,employed,lower-middle,married,america,0,3,1,1,0,  1
181,3623,male,42,postgrad,employed,middle,married,asia,0,1,3,2,0,2
182,17411,male,44,postgrad,employed,lower-middle,married,europe,0,1,2,1,1,   3
183,6550,male,43,postgrad,employed,lower-middle,married,asia,0,3,1,1,0,4
184,14405,female,24,undergrad,student,middle,single,america,0,0,2,3,0,0
185,12257,female,23,undergrad,student,middle,single,america,0,1,2,3,0,0
186,12514,female,22,undergrad,student,middle,single,america,0,0,2,3,1,0
187,5589,female,21,undergrad,student,middle,single,europe,0,1,3,2,0,0
188,11052,other,25,undergrad,student,middle,single,america,0,1,3,1,1,  0
189,5479,female,24,undergrad,student,middle,single,europe,0,1,2,3,1,   0
190,2441,female,21,undergrad,student,middle,single,europe,0,0,3,1,1, 0
191,14991,female,25,undergrad,student,middle,single,america,0,1,3,1,1, 0
192,5082,female,23,undergrad,student,middle,single,europe,0,1,2,2,1, 0
193,8845,female,24,undergrad,student,middle,single,europe,0,0,1,2,1, 0
194,18272,female,25,undergrad,student,middle,single,europe,0,1,3,3,0, 0
195,13010,female,25,undergrad,student,middle,single,america,0,1,1,2,1,  0
196,6954,female,23,undergrad,student,middle,single,asia,0,0,3,3,0,   0
197,16487,female,24,undergrad,student,middle,single,oceania,0,1,2,1,1, 0
198,11248,female,21,undergrad,student,middle,single,america,0,0,3,2,1,   0
199,14972,male,32,postgrad,employed,upper-middle,married,america,0,2,8,8,4, 4
200,12428,male,32,postgrad,employed,extreme upper,married,asia,0,3,8,5,6,1
201,11315,male,35,postgrad,employed,upper-middle,married,asia,1,2,4,4,6,    2
202,12124,male,35,postgrad,employed,upper-middle,married,europe,1,2,7,4,7, 2
203,1339,male,35,postgrad,employed,upper,married,europe,0,1,5,8,4, 2
204,11837,male,34,postgrad,employed,extreme upper,married,asia,0,2,6,4,8,  4
205,16493,male,32,postgrad,employed,extreme upper,married,america,1,2,7,5,7,1
206,19005,male,33,postgrad,employed,upper-middle,married,asia,0,3,7,8,5,    2
207,11976,male,33,postgrad,employed,extreme upper,married,oceania,1,1,7,7,8,   1
208,6600,male,34,postgrad,employed,extreme upper,married,oceania,1,2,5,5,8,    1
209,1602,female,32,grad,employed,lower-middle,married,asia,0,1,7,5,0,    1
210,2827,female,32,grad,employed,lower-middle,married,asia,0,1,7,7,0,4
211,1114,other,31,grad,employed,lower-middle,married,europe,0,0,6,5,0,    2
212,15293,female,32,grad,employed,lower-middle,married,europe,0,0,7,7,0,   3
213,15998,other,33,grad,employed,lower-middle,married,oceania,0,0,5,6,1,   3
214,11773,female,32,grad,employed,lower-middle,married,europe,0,1,5,8,1,1
215,5311,female,31,grad,employed,lower-middle,married,europe,0,0,4,5,0,    4
216,14884,female,34,grad,employed,lower-middle,married,america,0,1,4,7,0,  2
217,12706,female,25,grad,student,extreme upper,single,asia,3,0,3,3,6,   0
218,13735,female,25,grad,student,extreme upper,single,america,1,0,1,3,8, 0
219,15585,female,21,grad,student,extreme upper,single,america,1,0,1,2,7,    0
220,19793,female,22,grad,student,extreme upper,single,asia,3,0,3,1,5,   0
221,4708,female,23,grad,student,extreme upper,single,america,3,0,1,2,7,    0
222,16058,female,23,grad,student,upper-middle,single,america,2,0,3,2,5,   0
223,14158,female,23,grad,student,extreme upper,single,asia,1,0,1,2,8,0
224,17243,female,21,grad,student,extreme upper,single,america,3,0,1,2,7,  0
225,17159,female,22,grad,student,extreme upper,single,asia,2,0,2,3,7,  0
226,4254,female,25,grad,student,upper,single,america,3,0,3,2,6,    0
227,11627,male,59,grad,employed,lower-middle,married,america,0,0,1,2,1, 0
228,1174,male,60,grad,employed,middle,married,europe,0,0,1,3,1,  0
229,9041,male,71,grad,employed,lower-middle,married,europe,0,0,0,1,1,0
230,17945,male,66,grad,employed,lower-middle,married,asia,0,0,0,3,1,   0
231,8294,male,77,grad,employed,lower-middle,married,america,0,1,1,2,1,   0
232,8011,male,71,grad,employed,lower-middle,married,america,0,0,0,3,1,   0
233,10316,male,58,grad,employed,lower-middle,married,america,0,0,0,2,0,0
234,13880,male,72,grad,employed,middle,married,europe,0,1,1,1,0,  0
235,8582,male,62,grad,employed,lower-middle,married,europe,0,0,1,1,1,    0
236,18339,male,52,grad,employed,lower-middle,married,america,0,0,1,1,0,0
237,14300,male,62,grad,employed,lower-middle,married,asia,0,0,1,1,1,    0
238,15857,male,74,grad,employed,middle,married,america,0,0,1,1,1,0
239,14576,other,58,grad,employed,lower-middle,married,america,0,1,0,3,0,    0
240,5509,other,64,grad,employed,lower-middle,married,asia,0,1,0,3,1, 0
241,15043,male,26,grad,employed,lower-middle,single,europe,0,1,3,0,1, 0
242,14444,male,29,grad,employed,middle,single,america,0,1,2,1,1,0
243,14648,male,28,grad,employed,lower-middle,single,america,0,2,3,0,0,0
244,3377,male,30,grad,employed,middle,single,asia,0,1,3,0,1,0
245,2189,male,30,grad,employed,lower-middle,single,asia,0,1,1,1,0,0
246,3035,male,30,grad,employed,middle,single,europe,0,2,2,1,1, 0
247,18773,other,27,grad,employed,middle,single,europe,0,1,1,1,0,   0
248,12765,male,28,grad,employed,lower-middle,single,europe,0,3,2,0,0,    0
249,17404,other,29,grad,employed,lower-middle,single,america,0,2,2,0,1,   0
250,2495,male,30,grad,employed,lower-middle,single,europe,0,1,1,0,1,0
251,9118,male,30,grad,employed,middle,single,europe,0,1,1,1,1,   0
252,2694,male,29,grad,employed,middle,single,america,0,3,2,1,0, 0
253,6205,male,33,undergrad,employed,lower-middle,single,europe,22,21,16,16,16,   3
254,17630,male,35,undergrad,employed,lower-middle,single,asia,10,11,13,20,20, 2
255,8455,male,33,undergrad,employed,middle,single,europe,18,14,14,21,14,   3
256,16712,male,33,undergrad,employed,middle,single,asia,16,16,16,14,18, 3
257,9382,male,34,undergrad,employed,lower-middle,single,europe,11,19,18,10,9, 1
258,9378,male,33,undergrad,employed,lower-middle,single,asia,18,15,22,22,11,   1
259,9136,male,34,undergrad,employed,lower-middle,single,america,20,19,18,18,14,   2
260,3717,male,31,undergrad,employed,middle,single,america,21,9,14,16,18,4
261,17422,male,33,undergrad,employed,lower-middle,single,america,15,21,16,15,14,2
262,8380,male,31,undergrad,employed,middle,single,asia,13,9,20,20,10,   2
263,8849,male,33,undergrad,employed,middle,single,europe,18,14,9,14,9,  2
264,16257,male,34,undergrad,employed,lower-middle,single,america,12,19,18,19,20,    1
265,10529,male,33,undergrad,employed,middle,single,europe,11,13,17,10,11,  3
266,19930,male,31,undergrad,employed,middle,single,asia,23,15,22,12,9,1
267,11998,male,34,undergrad,employed,lower-middle,single,europe,19,9,23,9,14,    2
268,13913,male,31,undergrad,employed,lower-middle,single,asia,18,18,9,15,10,    1
269,18718,male,35,undergrad,employed,middle,single,america,14,10,14,16,22,   2
270,14469,male,29,unknown,unemployed,middle,single,america,0,2,8,1,0,   0
271,9546,male,27,unknown,unemployed,upper-middle,single,europe,0,3,4,0,0,0
272,2128,male,26,unknown,unemployed,middle,single,europe,0,1,4,1,0,    0
273,1449,male,26,unknown,unemployed,upper-middle,single,europe,0,1,5,1,0,0
274,3388,male,30,unknown,unemployed,middle,single,europe,0,2,7,1,0,  0
275,11095,male,28,unknown,unemployed,upper-middle,single,america,0,1,4,1,0,    0
276,14474,male,30,unknown,unemployed,upper-middle,single,america,0,3,8,0,0, 0
277,12966,male,29,unknown,unemployed,upper-middle,single,oceania,0,1,5,1,0, 0
278,14392,male,26,unknown,unemployed,upper-middle,single,america,0,2,6,1,0,0
279,17439,male,30,unknown,unemployed,middle,single,america,0,3,7,0,0,  0
280,2753,male,30,unknown,unemployed,upper-middle,single,europe,0,2,6,1,0,  0
281,8093,male,28,unknown,unemployed,upper-middle,single,europe,0,3,8,1,0,  0
282,13702,male,29,unknown,unemployed,middle,single,europe,0,2,5,1,0,0
283,16118,male,28,unknown,unemployed,middle,single,asia,0,3,7,1,0,  0
284,7823,male,28,unknown,unemployed,upper-middle,single,asia,0,2,5,0,0,0
285,11260,male,30,unknown,unemployed,upper-middle,single,america,0,1,4,1,0,  0
286,14904,male,29,grad,employed,lower,single,oceania,0,11,0,1,1,   0
287,19235,male,28,grad,employed,lower,single,asia,0,12,0,1,1, 0
288,15944,male,28,grad,employed,lower,single,america,0,20,1,0,1, 0
289,16732,male,29,grad,employed,lower,single,europe,0,13,0,0,0,0
290,8976,male,29,grad,employed,lower,single,europe,0,16,1,1,1,    0
291,19769,male,28,grad,employed,lower,single,america,0,9,1,0,0,   0
292,12834,male,29,grad,employed,lower,single,america,0,23,0,0,0,    0
293,11960,male,28,grad,employed,lower,single,europe,0,19,0,1,1, 0
294,9114,other,26,grad,employed,lower,single,america,0,9,0,1,0,0
295,4743,male,79,unknown,employed,middle,single,america,12,19,19,19,20, 1
296,8344,male,62,unknown,employed,middle,single,asia,11,12,16,18,16,    2
297,1524,male,62,unknown,employed,middle,single,europe,21,16,17,17,21,    1
298,12924,male,76,postgrad,employed,extreme upper,married,asia,1,1,4,7,0, 2
299,9624,male,63,postgrad,employed,extreme upper,married,america,3,1,8,8,0,   4
300,19710,male,50,postgrad,employed,extreme upper,married,america,2,2,8,4,1,   1
301,18820,male,60,postgrad,employed,extreme upper,married,europe,1,1,4,5,0,   2
302,5323,male,60,postgrad,employed,upper,married,europe,3,2,5,7,1, 4
303,15791,male,73,postgrad,employed,extreme upper,married,europe,1,1,4,8,0,    2
304,15442,male,58,postgrad,employed,extreme upper,married,america,3,1,5,4,1,   1
305,19099,male,76,postgrad,employed,extreme upper,married,asia,3,3,6,4,1,1
306,9564,male,65,postgrad,employed,extreme upper,married,europe,1,2,6,8,0, 1
307,12292,male,71,postgrad,employed,extreme upper,married,asia,1,2,7,4,0,1
308,12167,male,78,postgrad,employed,extreme upper,married,asia,3,1,4,5,1,   1
309,18911,male,60,postgrad,employed,extreme upper,married,europe,3,3,8,7,0,    2
310,14819,male,58,postgrad,employed,extreme upper,married,america,1,3,5,5,0,  4
311,9354,male,69,postgrad,employed,extreme upper,married,america,1,1,7,6,0,  2
312,4044,male,61,postgrad,employed,extreme upper,married,europe,2,1,6,8,0, 1
313,7971,male,54,postgrad,employed,extreme upper,married,asia,3,2,4,6,1,    1
314,7418,male,61,postgrad,employed,extreme upper,married,america,3,1,5,4,0,    3
315,7082,female,48,grad,employed,lower-middle,single,europe,0,1,1,1,0,   0
316,10365,female,47,grad,employed,lower-middle,single,europe,0,1,0,1,0,    0
317,16507,female,47,grad,employed,lower-middle,single,america,0,1,1,0,0,  0
318,1254,female,46,grad,employed,lower-middle,single,asia,0,1,0,1,0,   0
319,4600,female,46,grad,employed,lower-middle,single,america,0,0,0,0,0, 0
320,11669,other,49,grad,employed,lower-middle,single,asia,0,1,0,1,0,  0
321,19304,other,49,grad,employed,lower-middle,single,europe,0,1,1,1,0,   0
322,5980,female,49,grad,employed,lower-middle,single,europe,0,1,1,0,0, 0
323,4256,male,32,unknown,employed,lower-middle,single,europe,7,10,17,2,0,   0
324,7912,male,32,unknown,employed,lower-middle,single,asia,5,9,19,1,0,   0
325,2947,other,35,unknown,employed,lower-middle,single,asia,8,20,19,1,1,0
326,11719,other,35,unknown,employed,lower-middle,single,oceania,4,9,22,2,1, 0
327,14919,male,35,unknown,employed,lower-middle,single,asia,8,22,12,3,1,  0
328,9423,male,35,unknown,employed,lower-middle,single,america,5,21,20,1,0, 0
329,15867,male,35,unknown,employed,lower-middle,single,america,4,9,20,1,1,  0
330,1806,male,35,unknown,employed,lower-middle,single,america,4,12,10,1,0,0
331,2716,male,31,unknown,employed,lower-middle,single,america,7,23,23,3,0,  0
332,1417,male,31,unknown,employed,lower-middle,single,asia,6,21,20,1,0, 0
333,6228,male,34,unknown,employed,lower-middle,single,america,4,11,13,3,1,    0
334,2120,male,31,unknown,employed,lower-middle,single,europe,8,23,14,2,1,   0
335,18101,male,34,unknown,employed,lower-middle,single,asia,8,11,11,3,1,0
336,12476,male,33,unknown,employed,lower-middle,single,europe,4,17,10,1,1, 0
337,15197,male,31,unknown,employed,lower-middle,single,europe,6,12,19,2,0,    0
338,7393,male,32,unknown,employed,lower-middle,single,america,7,20,17,3,1, 0
339,5782,male,35,unknown,employed,lower-middle,single,europe,5,20,9,3,1,0
340,6596,male,34,unknown,employed,lower-middle,single,europe,6,19,22,2,0,  0
341,6754,male,26,grad,employed,lower-middle,single,europe,4,0,6,1,1, 0
342,11570,male,28,grad,employed,lower-middle,single,europe,5,0,5,1,1, 0
343,18332,male,28,grad,employed,middle,single,asia,8,0,5,3,1,   0
344,2184,male,29,grad,employed,lower-middle,single,asia,8,0,8,1,1,  0
345,17786,male,28,grad,employed,lower-middle,single,asia,6,0,6,2,1,  0
346,5342,male,28,grad,employed,middle,single,europe,7,0,8,3,1,    0
347,12926,other,28,grad,employed,lower-middle,single,america,4,0,4,3,1,   0
348,7669,male,30,grad,employed,lower-middle,single,america,6,0,8,3,0,   0
349,15276,male,28,grad,employed,lower-middle,single,america,8,0,6,1,1,   0
350,8051,female,23,unknown,student,lower-middle,married,europe,0,23,1,14,3,   1
351,6725,female,24,unknown,student,lower,married,europe,0,16,2,23,2, 1
352,10426,female,22,unknown,student,lower-middle,married,america,0,15,2,18,2,  2
353,13356,female,21,unknown,student,lower,married,europe,0,19,1,12,1,  3
354,19745,female,25,unknown,student,lower-middle,married,asia,0,10,1,10,2, 2
355,15078,female,25,unknown,student,lower-middle,married,europe,0,19,2,22,3,  2
356,11842,female,23,unknown,student,lower,married,oceania,0,12,3,9,3,   4
357,9543,female,23,unknown,student,lower-middle,married,oceania,0,11,2,22,3, 4
358,5609,female,23,unknown,student,lower-middle,married,europe,0,10,1,18,1, 2
359,14096,female,21,unknown,student,lower-middle,married,asia,0,16,3,20,3,   2
360,1739,female,21,unknown,student,lower-middle,married,europe,0,21,2,11,3,   1
361,4202,female,21,unknown,student,lower-middle,married,europe,0,19,1,18,1,   1
362,5307,female,23,unknown,student,lower-middle,married,europe,0,21,3,23,1, 2
